 Diffraction intensities for potential:-1x1interp10001.in                      
#      2    -2       3.0563825548E-002
#      2    -1       5.0950021577E-002
#     -8     0       2.9149965779E-008
#     -8     1       1.6073526328E-007
#     -8     2       1.6395725294E-006
#     -8     3       3.8158902119E-006
#     -7    -2       1.6394753080E-006
#     -7    -1       7.4181105250E-006
#     -7     0       9.4711694807E-006
#     -7     1       1.3585932247E-005
#     -7     2       4.0132802131E-005
#     -7     3       1.0941758686E-004
#     -7     4       2.6261543243E-005
#     -6    -3       1.5952803082E-005
#     -6    -2       2.4062581055E-005
#     -6    -1       3.4079912403E-005
#     -6     0       2.2749582440E-004
#     -6     1       4.8552475428E-004
#     -6     2       6.2811370890E-004
#     -6     3       3.9276613730E-004
#     -6     4       1.7503301122E-004
#     -5    -4       2.4769109788E-005
#     -5    -3       3.3919635513E-005
#     -5    -2       1.7031739532E-004
#     -5    -1       5.2555866094E-004
#     -5     0       1.0551478850E-003
#     -5     1       2.3333120585E-003
#     -5     2       2.5252413204E-003
#     -5     3       9.0292876364E-004
#     -5     4       2.4624332798E-004
#     -4    -5       9.7851649423E-006
#     -4    -4       1.8891217466E-004
#     -4    -3       2.7810831530E-004
#     -4    -2       7.4820992919E-004
#     -4    -1       2.9144688036E-003
#     -4     0       1.0505219168E-002
#     -4     1       1.3517073406E-002
#     -4     2       1.4491363825E-002
#     -4     3       2.6454303951E-003
#     -4     4       7.8006765652E-004
#     -3    -5       2.8899663345E-005
#     -3    -4       6.9130077488E-005
#     -3    -3       4.8457311961E-004
#     -3    -2       2.9919208933E-003
#     -3    -1       1.2474529916E-002
#     -3     0       3.1180348114E-002
#     -3     1       3.7233959106E-002
#     -3     2       2.6015374282E-002
#     -3     3       6.5349233912E-003
#     -2    -6       3.6318374709E-006
#     -2    -5       7.3443062741E-005
#     -2    -4       2.4627054753E-004
#     -2    -3       1.2702792688E-003
#     -2    -2       9.1934083809E-003
#     -2    -1       2.2128156151E-002
#     -2     0       4.3596655616E-002
#     -2     1       5.0437365472E-002
#     -2     2       1.8101028541E-002
#     -2     3       2.0305702773E-002
#     -1    -6       1.8326776233E-007
#     -1    -5       1.0265916801E-004
#     -1    -4       8.3445919777E-004
#     -1    -3       4.4162107582E-003
#     -1    -2       1.0735205072E-002
#     -1    -1       1.7455906726E-002
#     -1     0       1.0933014108E-002
#     -1     1       1.6289782377E-002
#     -1     2       9.7316642707E-002
#      0    -6       5.5192757126E-006
#      0    -5       1.3998356595E-004
#      0    -4       4.3555263531E-003
#      0    -3       1.8169117067E-002
#      0    -2       3.3122051377E-002
#      0    -1       1.4599486291E-003
#      0     0       7.9382719812E-002
#      0     1       3.0252901036E-002
#      1    -6       2.0956908550E-005
#      1    -5       9.7120966621E-005
#      1    -4       4.8444546434E-003
#      1    -3       2.4888254708E-002
#      1    -2       8.1481058226E-002
#      1    -1       3.9588590631E-002
#      1     0       7.0081965810E-002
#      2    -6       1.0130024138E-004
#      2    -5       3.6615188849E-004
#      2    -4       9.2664303452E-003
#      2    -3       3.0424090214E-002
#      2    -2       3.1295748107E-002
#      2    -1       4.4109759285E-002
#     -8     0       3.2278657187E-007
#     -8     1       2.9186952633E-008
#     -8     2       4.2635928450E-007
#     -7    -2       1.6816353137E-006
#     -7    -1       4.6553919457E-006
#     -7     0       6.9297041274E-006
#     -7     1       1.3017562801E-005
#     -7     2       3.8058552926E-005
#     -7     3       8.6995325253E-005
#     -7     4       1.7201708911E-005
#     -6    -3       1.7134124830E-005
#     -6    -2       2.5519278806E-005
#     -6    -1       2.9707786762E-005
#     -6     0       2.0806725693E-004
#     -6     1       4.5271682045E-004
#     -6     2       6.9587815643E-004
#     -6     3       4.7636865266E-004
#     -6     4       4.0926848247E-005
#     -5    -4       2.8523073885E-005
#     -5    -3       3.3243402665E-005
#     -5    -2       1.6874940974E-004
#     -5    -1       5.1165895506E-004
#     -5     0       1.0201248518E-003
#     -5     1       2.2061173921E-003
#     -5     2       2.6673444826E-003
#     -5     3       9.7805198472E-004
#     -5     4       6.7709954982E-006
#     -4    -5       9.6453011782E-006
#     -4    -4       1.7390412819E-004
#     -4    -3       2.7717215602E-004
#     -4    -2       7.5160800226E-004
#     -4    -1       2.8784586231E-003
#     -4     0       1.0361756832E-002
#     -4     1       1.3122254904E-002
#     -4     2       1.4934140830E-002
#     -4     3       2.9241818961E-003
#     -4     4       2.5345615230E-004
#     -3    -5       4.4892604475E-005
#     -3    -4       7.6900036381E-005
#     -3    -3       5.0717251275E-004
#     -3    -2       2.9856655017E-003
#     -3    -1       1.2408931557E-002
#     -3     0       3.0986515736E-002
#     -3     1       3.6555713451E-002
#     -3     2       2.4624216627E-002
#     -3     3       6.0371388543E-003
#     -2    -6       6.9453499862E-007
#     -2    -5       6.1980536158E-005
#     -2    -4       2.3368650052E-004
#     -2    -3       1.4027216695E-003
#     -2    -2       9.1735486355E-003
#     -2    -1       2.1893747743E-002
#     -2     0       4.3709198804E-002
#     -2     1       5.2591719711E-002
#     -2     2       1.5824078467E-002
#     -2     3       2.1350896707E-002
#     -1    -6       2.3706357287E-006
#     -1    -5       6.7785732474E-005
#     -1    -4       6.8641718428E-004
#     -1    -3       4.8241092863E-003
#     -1    -2       1.1141472998E-002
#     -1    -1       1.6616915774E-002
#     -1     0       1.0096030461E-002
#     -1     1       1.8339571186E-002
#     -1     2       9.4175890728E-002
#      0    -6       1.0370078044E-005
#      0    -5       8.5429178122E-005
#      0    -4       3.0826338035E-003
#      0    -3       1.8020861756E-002
#      0    -2       3.4417808335E-002
#      0    -1       1.7372582738E-003
#      0     0       8.1908336116E-002
#      0     1       3.2289154108E-002
#      1    -6       4.1287659642E-006
#      1    -5       1.8017031212E-004
#      1    -4       3.0589138122E-003
#      1    -3       2.2014136999E-002
#      1    -2       7.8912576431E-002
#      1    -1       4.4906672731E-002
#      1     0       6.9487039817E-002
#      2    -6       3.3877367759E-005
#      2    -5       9.9609840761E-004
#      2    -4       1.2689760871E-002
#      2    -3       4.0228104348E-002
#      2    -2       2.5314088799E-002
#      2    -1       3.8779671090E-002
#     -8     1       8.9675891417E-007
#     -8     2       3.4258146689E-006
#     -7    -2       1.7163115733E-006
#     -7    -1       4.0662187320E-006
#     -7     0       9.1181942019E-006
#     -7     1       1.3111986026E-005
#     -7     2       3.7535864303E-005
#     -7     3       1.0773631507E-004
#     -6    -3       1.6251805242E-005
#     -6    -2       2.3991399092E-005
#     -6    -1       3.0431052604E-005
#     -6     0       1.8838616612E-004
#     -6     1       4.0023276795E-004
#     -6     2       5.9160002715E-004
#     -6     3       3.8524234948E-004
#     -6     4       4.8805915344E-005
#     -5    -4       2.3632443037E-005
#     -5    -3       3.4087063387E-005
#     -5    -2       1.6966911700E-004
#     -5    -1       4.9565235586E-004
#     -5     0       1.0149386122E-003
#     -5     1       2.1690452223E-003
#     -5     2       2.6448579065E-003
#     -5     3       1.0182189518E-003
#     -5     4       1.8774857903E-005
#     -4    -5       1.1768510649E-005
#     -4    -4       1.9137227299E-004
#     -4    -3       2.8967456537E-004
#     -4    -2       7.2986121489E-004
#     -4    -1       2.8303549885E-003
#     -4     0       1.0213224798E-002
#     -4     1       1.2959222671E-002
#     -4     2       1.4516352259E-002
#     -4     3       2.9159926782E-003
#     -4     4       6.8125540163E-005
#     -3    -5       3.1630864115E-005
#     -3    -4       6.8085227816E-005
#     -3    -3       4.8449804917E-004
#     -3    -2       2.9778558947E-003
#     -3    -1       1.2321111865E-002
#     -3     0       3.1127116602E-002
#     -3     1       3.7635072595E-002
#     -3     2       2.4211545608E-002
#     -3     3       5.7936205203E-003
#     -2    -6       1.7440662793E-006
#     -2    -5       6.4639929991E-005
#     -2    -4       2.3567487792E-004
#     -2    -3       1.3891422477E-003
#     -2    -2       8.8764082672E-003
#     -2    -1       2.1336086239E-002
#     -2     0       4.3423250051E-002
#     -2     1       5.4890689698E-002
#     -2     2       1.4304067163E-002
#     -2     3       2.0763199172E-002
#     -1    -6       2.0165779777E-006
#     -1    -5       8.3041479253E-005
#     -1    -4       7.0617840373E-004
#     -1    -3       4.9780378435E-003
#     -1    -2       1.0942218180E-002
#     -1    -1       1.5837034014E-002
#     -1     0       9.6494152875E-003
#     -1     1       1.8644267249E-002
#     -1     2       9.2873016039E-002
#      0    -6       9.1710478732E-006
#      0    -5       1.0401773618E-004
#      0    -4       3.2703067727E-003
#      0    -3       1.8625801918E-002
#      0    -2       3.5249769186E-002
#      0    -1       1.8485766025E-003
#      0     0       8.1899117621E-002
#      0     1       3.4721105591E-002
#      1    -6       8.4406617658E-006
#      1    -5       1.7029718817E-004
#      1    -4       3.2832373178E-003
#      1    -3       2.2869983702E-002
#      1    -2       7.8305172467E-002
#      1    -1       4.6733565543E-002
#      1     0       6.3659637991E-002
#      2    -6       4.7193959019E-005
#      2    -5       8.7221986602E-004
#      2    -4       1.1272348337E-002
#      2    -3       4.0499951634E-002
#      2    -2       2.7356095360E-002
#      2    -1       4.1289459473E-002
#      3    -4       7.6404053719E-005
#     -8     1       1.4600584352E-007
#     -8     2       4.4887040260E-009
#     -7    -2       1.5110725664E-006
#     -7    -1       3.3466056343E-006
#     -7     0       6.5578934388E-006
#     -7     1       9.1835716749E-006
#     -7     2       3.2107957565E-005
#     -7     3       7.5345458453E-005
#     -6    -3       1.7109042958E-005
#     -6    -2       2.5854686245E-005
#     -6    -1       2.7097146195E-005
#     -6     0       1.8651218545E-004
#     -6     1       3.7552976183E-004
#     -6     2       5.4905029900E-004
#     -6     3       3.8944937778E-004
#     -6     4       9.5193868946E-005
#     -5    -4       2.6334767584E-005
#     -5    -3       3.4196846135E-005
#     -5    -2       1.5908284490E-004
#     -5    -1       4.7154048973E-004
#     -5     0       9.7463166528E-004
#     -5     1       2.0716042329E-003
#     -5     2       2.4450641844E-003
#     -5     3       9.4057176236E-004
#     -5     4       7.2595662873E-005
#     -4    -5       1.3850622098E-005
#     -4    -4       1.7559244142E-004
#     -4    -3       2.7796119920E-004
#     -4    -2       7.3879430465E-004
#     -4    -1       2.7926430572E-003
#     -4     0       1.0137217351E-002
#     -4     1       1.2949550447E-002
#     -4     2       1.3950994367E-002
#     -4     3       2.8493230872E-003
#     -4     4       1.7267465649E-004
#     -3    -5       5.0809560183E-005
#     -3    -4       7.1438401429E-005
#     -3    -3       4.8783271657E-004
#     -3    -2       2.9518826152E-003
#     -3    -1       1.2208119766E-002
#     -3     0       3.1254454711E-002
#     -3     1       3.9212565931E-002
#     -3     2       2.4099527532E-002
#     -3     3       5.6843423758E-003
#     -2    -6       1.5490419410E-006
#     -2    -5       6.0740617555E-005
#     -2    -4       2.2385437450E-004
#     -2    -3       1.4111739646E-003
#     -2    -2       8.6013576228E-003
#     -2    -1       2.0670105443E-002
#     -2     0       4.2718489837E-002
#     -2     1       5.7062847849E-002
#     -2     2       1.3200092878E-002
#     -2     3       2.0887283217E-002
#     -1    -6       2.4923760585E-006
#     -1    -5       6.8747550960E-005
#     -1    -4       6.8196902233E-004
#     -1    -3       5.2175736038E-003
#     -1    -2       1.0752367094E-002
#     -1    -1       1.5177828277E-002
#     -1     0       9.3895176883E-003
#     -1     1       1.8411674378E-002
#     -1     2       9.0300322235E-002
#      0    -6       2.0353901218E-005
#      0    -5       1.0250220524E-004
#      0    -4       3.0639201904E-003
#      0    -3       1.9551854406E-002
#      0    -2       3.6415928220E-002
#      0    -1       2.0591221743E-003
#      0     0       8.0798010252E-002
#      0     1       3.6436809603E-002
#      1    -6       1.6904603320E-005
#      1    -5       2.6641633786E-004
#      1    -4       3.1134378780E-003
#      1    -3       2.5140563516E-002
#      1    -2       7.9186479074E-002
#      1    -1       5.0062931825E-002
#      1     0       5.5098898531E-002
#      2    -6       5.9007004728E-005
#      2    -5       9.5401168722E-004
#      2    -4       1.0264570378E-002
#      2    -3       3.6805899259E-002
#      2    -2       2.7127264285E-002
#      2    -1       4.7034281848E-002
#      3    -4       2.5114771427E-003
#     -8     1       1.3592456410E-007
#     -8     2       2.2777207320E-006
#     -7    -2       1.9328599172E-006
#     -7    -1       3.2797036105E-006
#     -7     0       8.6080353423E-006
#     -7     1       9.4975701652E-006
#     -7     2       2.0539365519E-005
#     -7     3       4.6220207460E-005
#     -6    -3       1.7448466182E-005
#     -6    -2       2.2617915301E-005
#     -6    -1       2.2969261185E-005
#     -6     0       1.8370687669E-004
#     -6     1       3.7993544427E-004
#     -6     2       5.9858661714E-004
#     -6     3       1.9520913335E-004
#     -6     4       1.2089255255E-004
#     -5    -4       3.4427500135E-005
#     -5    -3       3.0087165382E-005
#     -5    -2       1.5683159256E-004
#     -5    -1       4.4264706995E-004
#     -5     0       9.1778781956E-004
#     -5     1       2.0266654506E-003
#     -5     2       2.4945168478E-003
#     -5     3       3.7559728594E-004
#     -5     4       9.5685336272E-004
#     -4    -5       4.3121946876E-006
#     -4    -4       1.6326467724E-004
#     -4    -3       2.8765484850E-004
#     -4    -2       7.3860904261E-004
#     -4    -1       2.7819809911E-003
#     -4     0       9.9693091173E-003
#     -4     1       1.3168945678E-002
#     -4     2       1.5604923667E-002
#     -4     3       1.3541946131E-003
#     -4     4       1.8702588793E-003
#     -3    -6       1.2607110414E-005
#     -3    -5       5.5332073758E-005
#     -3    -4       7.3802536632E-005
#     -3    -3       4.6372906771E-004
#     -3    -2       2.9835915658E-003
#     -3    -1       1.2213813977E-002
#     -3     0       3.0640156796E-002
#     -3     1       3.8685882028E-002
#     -3     2       2.6654069300E-002
#     -3     3       2.7881285954E-003
#     -2    -6       3.5744177968E-006
#     -2    -5       5.6379146655E-005
#     -2    -4       2.1888785192E-004
#     -2    -3       1.3912873338E-003
#     -2    -2       8.6850855653E-003
#     -2    -1       2.0844772866E-002
#     -2     0       4.2239459065E-002
#     -2     1       5.7525265991E-002
#     -2     2       1.4445345609E-002
#     -2     3       1.6509511056E-002
#     -1    -6       3.3890680882E-006
#     -1    -5       7.3769102595E-005
#     -1    -4       7.0871867174E-004
#     -1    -3       5.1861574743E-003
#     -1    -2       1.1428997251E-002
#     -1    -1       1.5483862031E-002
#     -1     0       9.9245283719E-003
#     -1     1       1.9825730768E-002
#     -1     2       9.4882053076E-002
#      0    -7       1.1120826448E-007
#      0    -6       2.2764508054E-005
#      0    -5       1.0494546700E-004
#      0    -4       3.0907867618E-003
#      0    -3       1.8563400610E-002
#      0    -2       3.7487707833E-002
#      0    -1       3.2052435419E-003
#      0     0       7.6821609058E-002
#      0     1       3.2481644295E-002
#      1    -6       1.1393169273E-005
#      1    -5       3.0329715111E-004
#      1    -4       3.5130766547E-003
#      1    -3       2.1872503636E-002
#      1    -2       7.5376430845E-002
#      1    -1       5.3967905893E-002
#      1     0       4.8995757024E-002
#      2    -6       4.4268695233E-005
#      2    -5       1.1162942468E-003
#      2    -4       1.3060822695E-002
#      2    -3       4.3745184664E-002
#      2    -2       2.8340830867E-002
#      2    -1       4.7904329341E-002
#      3    -5       2.5155734668E-004
#      3    -4       6.9730455758E-004
#     -8     1       1.7490599115E-007
#     -7    -2       2.2298783410E-006
#     -7    -1       3.2214013828E-006
#     -7     0       6.7290677705E-006
#     -7     1       8.0227427078E-006
#     -7     2       1.8551569066E-005
#     -7     3       6.6802340738E-005
#     -6    -3       1.4898087151E-005
#     -6    -2       2.5639978920E-005
#     -6    -1       2.1796586508E-005
#     -6     0       1.6385691755E-004
#     -6     1       3.2515036836E-004
#     -6     2       4.6015524751E-004
#     -6     3       3.2377230202E-004
#     -6     4       7.4190361828E-005
#     -5    -4       3.2913109663E-005
#     -5    -3       3.6313558854E-005
#     -5    -2       1.5364623968E-004
#     -5    -1       4.3471001495E-004
#     -5     0       8.9758169294E-004
#     -5     1       1.9279199976E-003
#     -5     2       2.2316145136E-003
#     -5     3       7.2866493712E-004
#     -5     4       6.5129285648E-006
#     -4    -5       9.6485843510E-006
#     -4    -4       1.8889720031E-004
#     -4    -3       2.7802279604E-004
#     -4    -2       7.3764193397E-004
#     -4    -1       2.7884107875E-003
#     -4     0       9.9814999604E-003
#     -4     1       1.3104521558E-002
#     -4     2       1.3952522265E-002
#     -4     3       2.1794320208E-003
#     -3    -6       1.1951579374E-005
#     -3    -5       4.3464055312E-005
#     -3    -4       6.4654036643E-005
#     -3    -3       4.5224057590E-004
#     -3    -2       2.9993002719E-003
#     -3    -1       1.2387180727E-002
#     -3     0       3.1118490290E-002
#     -3     1       4.0642795911E-002
#     -3     2       2.4478803221E-002
#     -3     3       4.6628371457E-003
#     -2    -6       7.9987736102E-007
#     -2    -5       6.0013545002E-005
#     -2    -4       2.1424987293E-004
#     -2    -3       1.3251314973E-003
#     -2    -2       8.6944157327E-003
#     -2    -1       2.1410709591E-002
#     -2     0       4.3100279402E-002
#     -2     1       6.1866876862E-002
#     -2     2       1.1229057634E-002
#     -2     3       2.5917291023E-002
#     -1    -6       7.9738791406E-006
#     -1    -5       8.3838149187E-005
#     -1    -4       7.4975250911E-004
#     -1    -3       4.9478430182E-003
#     -1    -2       1.1344284914E-002
#     -1    -1       1.6956148965E-002
#     -1     0       1.2592940545E-002
#     -1     1       2.6269482301E-002
#     -1     2       9.5519208211E-002
#      0    -7       2.6981624057E-006
#      0    -6       3.3014236686E-005
#      0    -5       1.3260217036E-004
#      0    -4       3.3047849699E-003
#      0    -3       1.7681836595E-002
#      0    -2       3.5613928296E-002
#      0    -1       3.9566095552E-003
#      0     0       7.3732594978E-002
#      0     1       2.0589964707E-002
#      1    -7       6.5274469909E-009
#      1    -6       1.8110438098E-005
#      1    -5       4.8334882791E-004
#      1    -4       4.8833786561E-003
#      1    -3       2.2531856813E-002
#      1    -2       6.8081952685E-002
#      1    -1       4.9927676273E-002
#      1     0       4.8426503994E-002
#      2    -6       7.3302313323E-005
#      2    -5       1.4140337658E-003
#      2    -4       1.6478115348E-002
#      2    -3       5.2711435732E-002
#      2    -2       3.9897032967E-002
#      2    -1       2.9574199993E-002
#      3    -5       8.9084733282E-007
#      3    -4       1.1224823196E-004
#     -7    -2       2.7521975900E-006
#     -7    -1       5.1472982171E-006
#     -7     0       4.4750453822E-006
#     -7     1       1.2217889508E-005
#     -7     2       1.9052590893E-005
#     -7     3       4.2964425316E-005
#     -6    -3       1.8817677869E-005
#     -6    -2       2.3414761359E-005
#     -6    -1       1.7304227037E-005
#     -6     0       1.5895268507E-004
#     -6     1       3.2078086572E-004
#     -6     2       5.0096158399E-004
#     -6     3       3.5504161374E-004
#     -5    -4       3.1622995452E-005
#     -5    -3       2.5572992286E-005
#     -5    -2       1.4625533241E-004
#     -5    -1       4.2152946877E-004
#     -5     0       8.8622733845E-004
#     -5     1       1.9330861409E-003
#     -5     2       2.3176828440E-003
#     -5     3       8.8702244428E-004
#     -5     4       6.0765858554E-005
#     -4    -5       1.3065368904E-005
#     -4    -4       1.5480856576E-004
#     -4    -3       2.5124349889E-004
#     -4    -2       7.2805080256E-004
#     -4    -1       2.8187000427E-003
#     -4     0       1.0217671206E-002
#     -4     1       1.4193881490E-002
#     -4     2       1.5379413295E-002
#     -4     3       1.5679339580E-003
#     -3    -6       9.9473619975E-006
#     -3    -5       5.5931288544E-005
#     -3    -4       6.4711775957E-005
#     -3    -3       4.2852493324E-004
#     -3    -2       2.8799381823E-003
#     -3    -1       1.2144314910E-002
#     -3     0       3.2337542983E-002
#     -3     1       4.7181236595E-002
#     -3     2       3.1662022947E-002
#     -3     3       1.3345688818E-003
#     -2    -6       2.4985070347E-006
#     -2    -5       6.7804077180E-005
#     -2    -4       2.6200017629E-004
#     -2    -3       1.3598322521E-003
#     -2    -2       7.9001784163E-003
#     -2    -1       1.9305483756E-002
#     -2     0       4.3293399782E-002
#     -2     1       7.8993578964E-002
#     -2     2       1.5233174647E-002
#     -2     3       2.1830295773E-002
#     -1    -6       1.3379400338E-006
#     -1    -5       8.1336730116E-005
#     -1    -4       9.0213717842E-004
#     -1    -3       5.9404374722E-003
#     -1    -2       1.1316341643E-002
#     -1    -1       1.1388005716E-002
#     -1     0       4.2596344870E-003
#     -1     1       3.6332033713E-002
#     -1     2       9.2647413821E-003
#      0    -7       8.7898234653E-007
#      0    -6       1.9812701821E-005
#      0    -5       9.5198486745E-005
#      0    -4       3.5289522085E-003
#      0    -3       2.1317093525E-002
#      0    -2       4.3637397455E-002
#      0    -1       4.5311426292E-003
#      0     0       7.2051260674E-002
#      0     1       7.1779600440E-002
#      1    -7       1.1941851841E-007
#      1    -6       8.7587513299E-006
#      1    -5       1.5747827578E-004
#      1    -4       2.9734409774E-003
#      1    -3       2.3832075362E-002
#      1    -2       8.4021366286E-002
#      1    -1       5.6385591747E-002
#      1     0       5.5074882610E-002
#      2    -6       2.6729839991E-005
#      2    -5       7.8720558976E-004
#      2    -4       9.4070749960E-003
#      2    -3       2.9513255807E-002
#      2    -2       1.7960663165E-002
#      2    -1       3.0334034362E-002
#      3    -5       1.2912098725E-003
#      3    -4       7.9581963186E-003
#      3    -3       1.3957160732E-002
#     -7    -1       4.7686436393E-006
#     -7     0       3.9878602278E-006
#     -7     1       5.3437914333E-006
#     -7     2       4.3270343351E-006
#     -7     3       4.6469340868E-005
#     -6    -3       2.1003930001E-005
#     -6    -2       1.6126711002E-005
#     -6    -1       1.9084120284E-005
#     -6     0       1.4487950502E-004
#     -6     1       3.0143611766E-004
#     -6     2       4.2608648140E-004
#     -6     3       3.3738386534E-004
#     -5    -4       3.0425942957E-005
#     -5    -3       3.3323061261E-005
#     -5    -2       1.4461105306E-004
#     -5    -1       4.1212153748E-004
#     -5     0       8.2634187477E-004
#     -5     1       1.8096041596E-003
#     -5     2       2.1295718797E-003
#     -5     3       5.6394450238E-004
#     -4    -5       1.1115251508E-005
#     -4    -4       1.7814228907E-004
#     -4    -3       2.5594645894E-004
#     -4    -2       7.1310677905E-004
#     -4    -1       2.6731566619E-003
#     -4     0       9.4921135258E-003
#     -4     1       1.2829692724E-002
#     -4     2       1.4783561141E-002
#     -4     3       2.1693086652E-003
#     -3    -6       1.2756449622E-005
#     -3    -5       5.5535474590E-005
#     -3    -4       7.1704759028E-005
#     -3    -3       4.1719541581E-004
#     -3    -2       2.8667197691E-003
#     -3    -1       1.1999028140E-002
#     -3     0       3.0180800782E-002
#     -3     1       4.1227079603E-002
#     -3     2       2.8311620689E-002
#     -3     3       1.7426887983E-003
#     -2    -6       3.6229588819E-006
#     -2    -5       6.2086469817E-005
#     -2    -4       2.5541756633E-004
#     -2    -3       1.3658543726E-003
#     -2    -2       8.0755737749E-003
#     -2    -1       1.9980962848E-002
#     -2     0       4.0060546001E-002
#     -2     1       6.2713798480E-002
#     -2     2       1.5999312589E-002
#     -2     3       1.0695372489E-002
#     -1    -6       4.5030758747E-006
#     -1    -5       8.7778037433E-005
#     -1    -4       8.8531078857E-004
#     -1    -3       5.7525245803E-003
#     -1    -2       1.1570247393E-002
#     -1    -1       1.4451885051E-002
#     -1     0       8.8285452386E-003
#     -1     1       1.8382567371E-002
#     -1     2       7.6590615179E-002
#      0    -7       2.2311506888E-007
#      0    -6       1.8260429915E-005
#      0    -5       1.0164933431E-004
#      0    -4       3.4045379701E-003
#      0    -3       1.9589857820E-002
#      0    -2       4.0764463352E-002
#      0    -1       5.0405452553E-003
#      0     0       7.7006090905E-002
#      0     1       4.5751809001E-002
#      1    -7       5.4590973281E-006
#      1    -6       1.6197014018E-005
#      1    -5       2.5420028448E-004
#      1    -4       3.7384426631E-003
#      1    -3       2.0783876147E-002
#      1    -2       6.9771246998E-002
#      1    -1       5.8164690456E-002
#      1     0       4.6189615887E-002
#      2    -6       1.1354765502E-004
#      2    -5       9.0166678258E-004
#      2    -4       1.3826301902E-002
#      2    -3       4.2466629838E-002
#      2    -2       2.9245890368E-002
#      2    -1       5.2294542542E-002
#      3    -5       1.0125327845E-004
#      3    -4       3.1597143569E-003
#      3    -3       4.2506346632E-003
#     -7    -1       1.2408456304E-006
#     -7     0       2.9140159468E-006
#     -7     1       5.3174703253E-006
#     -7     2       1.1595705192E-005
#     -7     3       4.1768982137E-005
#     -6    -3       2.2246529811E-005
#     -6    -2       1.6888740640E-005
#     -6    -1       1.9374114570E-005
#     -6     0       1.3457203833E-004
#     -6     1       2.5897054778E-004
#     -6     2       3.7997246765E-004
#     -6     3       2.9042319129E-004
#     -5    -4       3.2711064386E-005
#     -5    -3       3.2786058278E-005
#     -5    -2       1.3993264780E-004
#     -5    -1       4.2077894786E-004
#     -5     0       8.1792217823E-004
#     -5     1       1.7355180993E-003
#     -5     2       2.2646510966E-003
#     -5     3       9.2721355478E-004
#     -4    -5       1.2777409177E-005
#     -4    -4       1.6018242360E-004
#     -4    -3       2.4320856091E-004
#     -4    -2       6.9317914365E-004
#     -4    -1       2.6738252812E-003
#     -4     0       9.4416968706E-003
#     -4     1       1.2539270671E-002
#     -4     2       1.5525297136E-002
#     -4     3       3.1629172525E-003
#     -3    -6       6.4675907770E-006
#     -3    -5       5.1412613976E-005
#     -3    -4       6.9913068732E-005
#     -3    -3       4.1991152942E-004
#     -3    -2       2.8518965243E-003
#     -3    -1       1.1963937466E-002
#     -3     0       3.0646190749E-002
#     -3     1       4.1625881193E-002
#     -3     2       3.1196761758E-002
#     -3     3       6.7658382581E-003
#     -2    -6       3.3065806959E-007
#     -2    -5       6.6624124398E-005
#     -2    -4       2.6277857711E-004
#     -2    -3       1.3792822348E-003
#     -2    -2       7.8394803015E-003
#     -2    -1       1.9697062039E-002
#     -2     0       4.1921786597E-002
#     -2     1       7.1267311437E-002
#     -2     2       1.8837071869E-002
#     -2     3       1.3908517999E-002
#     -1    -7       2.4231889437E-006
#     -1    -6       2.6781236126E-006
#     -1    -5       7.5281975693E-005
#     -1    -4       8.9854432134E-004
#     -1    -3       5.9466378353E-003
#     -1    -2       1.1294047023E-002
#     -1    -1       1.3080419878E-002
#     -1     0       6.0580408231E-003
#     -1     1       3.2528283089E-002
#     -1     2       4.4995676626E-002
#      0    -7       5.1107777750E-007
#      0    -6       2.7884048386E-005
#      0    -5       1.1747670895E-004
#      0    -4       3.4083670038E-003
#      0    -3       1.9956624947E-002
#      0    -2       4.0383994520E-002
#      0    -1       4.8225721442E-003
#      0     0       6.7596948582E-002
#      0     1       4.9217319309E-002
#      1    -7       1.4791516323E-007
#      1    -6       2.4286725629E-005
#      1    -5       3.5530580398E-004
#      1    -4       3.9409482043E-003
#      1    -3       2.1719795416E-002
#      1    -2       6.3667231814E-002
#      1    -1       4.5891605996E-002
#      1     0       5.2442833241E-002
#      2    -6       5.5364684573E-005
#      2    -5       1.0603688546E-003
#      2    -4       1.2825047572E-002
#      2    -3       4.7304358493E-002
#      2    -2       3.7602997468E-002
#      2    -1       5.4215212252E-002
#      3    -5       2.3176540768E-004
#      3    -4       2.2935449264E-003
#      3    -3       3.1675814668E-003
#     -7    -1       2.2879752564E-006
#     -7     0       5.6254217909E-006
#     -7     1       4.0324614461E-006
#     -7     2       6.9107152011E-006
#     -7     3       1.9578616067E-005
#     -6    -3       2.1241548603E-005
#     -6    -2       1.9543490818E-005
#     -6    -1       1.9662018110E-005
#     -6     0       1.3417083542E-004
#     -6     1       2.3909011086E-004
#     -6     2       3.4676729367E-004
#     -6     3       2.1293713072E-004
#     -5    -4       3.4956777760E-005
#     -5    -3       3.1223596166E-005
#     -5    -2       1.4072416881E-004
#     -5    -1       4.2175501370E-004
#     -5     0       8.0538547073E-004
#     -5     1       1.6713498355E-003
#     -5     2       1.8883763845E-003
#     -5     3       5.2694461174E-004
#     -4    -5       1.0271997728E-005
#     -4    -4       1.6582271507E-004
#     -4    -3       2.4777381297E-004
#     -4    -2       6.7038641525E-004
#     -4    -1       2.6411112374E-003
#     -4     0       9.4045028209E-003
#     -4     1       1.2555100013E-002
#     -4     2       1.2427925330E-002
#     -4     3       2.2674475025E-003
#     -3    -6       1.1965174459E-005
#     -3    -5       5.6307506619E-005
