Diffraction intensities for potential:pot10001.in                             
#     -4    -7       4.0182469263E-004
#     -4    -6       2.8474289149E-004
#     -4    -5       1.2649394280E-005
#     -4    -4       2.2164640158E-006
#     -4    -3       2.4863822342E-005
#     -4    -2       5.2814424708E-005
#     -4    -1       4.0107923119E-005
#     -4     0       1.0129334269E-004
#     -4     1       1.6831269889E-004
#     -4     2       2.3562274383E-005
#     -4     3       1.4111254281E-005
#     -4     4       3.7010139601E-005
#     -4     5       5.7200580174E-005
#     -4     6       6.0801198049E-005
#     -4     7       5.0774135686E-005
#     -4     8       6.9292867918E-005
#     -4     9       5.0525697226E-005
#     -4    10       6.9614183051E-005
#     -4    11       9.7376810353E-005
#     -4    12       1.0107811636E-004
#     -4    13       8.3718602233E-005
#     -4    14       7.6857643367E-006
#     -4    15       3.6693099928E-005
#     -4    16       1.3629667703E-004
#     -4    17       2.0639650193E-004
#     -4    18       2.5940318380E-004
#     -4    19       1.4182749670E-004
#     -4    20       6.2817646843E-005
#     -4    21       5.9432409374E-005
#     -4    22       8.5241888656E-005
#     -4    23       1.0474532910E-004
#     -4    24       8.1515735057E-005
#     -4    25       4.2976911933E-005
#     -4    26       1.2361232826E-005
#     -4    27       3.7169010432E-007
#     -4    28       4.4313113233E-006
#     -4    29       1.0467963887E-005
#     -4    30       8.6643534880E-006
#     -4    31       4.9999444118E-006
#     -4    32       7.9722639136E-006
#     -4    33       5.7899024197E-006
#     -4    34       4.3349736810E-006
#     -4    35       3.6636261497E-006
#     -4    36       2.6129018569E-006
#     -4    37       1.8750088984E-006
#     -3   -13       7.4588691533E-005
#     -3   -12       1.3019095625E-003
#     -3   -11       1.2627226734E-004
#     -3   -10       1.6452579391E-004
#     -3    -9       2.8504310800E-004
#     -3    -8       3.7772558035E-004
#     -3    -7       2.7609948045E-004
#     -3    -6       6.8154047096E-004
#     -3    -5       1.4179152354E-004
#     -3    -4       4.7890904665E-005
#     -3    -3       8.7202121475E-005
#     -3    -2       2.2061169762E-005
#     -3    -1       3.0466925825E-005
#     -3     0       2.9574676460E-005
#     -3     1       2.4576250712E-005
#     -3     2       2.3555013827E-005
#     -3     3       4.4058514982E-005
#     -3     4       1.4112004771E-005
#     -3     5       2.2095314830E-005
#     -3     6       1.3590391334E-004
#     -3     7       1.0085552362E-004
#     -3     8       7.4205322007E-005
#     -3     9       4.4213255461E-005
#     -3    10       5.1763197163E-005
#     -3    11       1.0149669469E-004
#     -3    12       4.6298323095E-005
#     -3    13       4.0618275323E-005
#     -3    14       1.4454338481E-005
#     -3    15       1.9203535613E-005
#     -3    16       8.1121937630E-005
#     -3    17       5.5667410876E-005
#     -3    18       8.0883463995E-005
#     -3    19       2.6791574215E-005
#     -3    20       1.2456802099E-005
#     -3    21       6.2987510632E-006
#     -3    22       3.9461592483E-005
#     -3    23       2.8122724204E-005
#     -3    24       2.5816158108E-005
#     -3    25       1.5946216968E-005
#     -3    26       2.5999556062E-006
#     -3    27       1.3123911990E-005
#     -3    28       2.0785761943E-005
#     -3    29       7.7138521328E-006
#     -3    30       3.4335159696E-006
#     -3    31       6.7814761436E-006
#     -3    32       5.9393730724E-007
#     -3    33       2.3743979525E-006
#     -3    34       4.5830166227E-006
#     -3    35       5.8064838275E-007
#     -3    36       2.1061483382E-007
#     -2   -12       5.5989770277E-005
#     -2   -11       1.2395865692E-004
#     -2   -10       1.0970683470E-004
#     -2    -9       1.8542797971E-004
#     -2    -8       2.8174126594E-004
#     -2    -7       1.8047205777E-004
#     -2    -6       1.8735216373E-004
#     -2    -5       2.4129851352E-005
#     -2    -4       7.5109847808E-005
#     -2    -3       3.6409876440E-005
#     -2    -2       6.3906835941E-006
#     -2    -1       4.1534228580E-005
#     -2     0       1.7549818508E-004
#     -2     1       2.4364885432E-005
#     -2     2       7.1536410424E-005
#     -2     3       2.3554957777E-005
#     -2     4       2.3560493181E-005
#     -2     5       1.0377670658E-004
#     -2     6       1.8321394718E-004
#     -2     7       9.6061159372E-005
#     -2     8       1.1495519116E-004
#     -2     9       4.2927815806E-005
#     -2    10       7.2584395319E-005
#     -2    11       8.9919973738E-005
#     -2    12       5.8190788276E-005
#     -2    13       2.3479614925E-005
#     -2    14       4.2023545994E-007
#     -2    15       4.9354484183E-006
#     -2    16       1.7840034158E-005
#     -2    17       1.2351700453E-005
#     -2    18       6.2738605364E-006
#     -2    19       1.3222010199E-005
#     -2    20       3.4881765110E-006
#     -2    21       1.1490982410E-005
#     -2    22       8.4821709113E-006
#     -2    23       8.6880922559E-006
#     -2    24       1.4613078553E-005
#     -2    25       3.2825628370E-005
#     -2    26       7.5907986680E-005
#     -2    27       3.2868270700E-005
#     -2    28       1.8036258435E-005
#     -2    29       8.5808586677E-006
#     -2    30       1.4859333534E-006
#     -2    31       6.4070814270E-007
#     -2    32       2.4116072168E-006
#     -2    33       7.3708505734E-007
#     -2    34       2.9175089360E-007
#     -2    35       2.8669977320E-007
#     -1   -12       2.5692905193E-004
#     -1   -11       2.2028008919E-004
#     -1   -10       4.2671114206E-005
#     -1    -9       5.5204559800E-005
#     -1    -8       2.0519506780E-005
#     -1    -7       4.2307375179E-005
#     -1    -6       1.9533857622E-007
#     -1    -5       1.3956644031E-004
#     -1    -4       3.8735691822E-005
#     -1    -3       9.1832108000E-005
#     -1    -2       1.8580871317E-005
#     -1    -1       2.4783721757E-005
#     -1     0       1.7941999657E-004
#     -1     1       4.0916362404E-004
#     -1     2       2.4364828893E-005
#     -1     3       2.4577079874E-005
#     -1     4       1.6830787952E-004
#     -1     5       1.3640288493E-004
#     -1     6       3.2407945261E-004
#     -1     7       3.2377922644E-004
#     -1     8       5.3424454360E-005
#     -1     9       4.2107861093E-005
#     -1    10       5.2087338184E-005
#     -1    11       1.0894539176E-004
#     -1    12       6.6622892888E-005
#     -1    13       3.1680888242E-005
#     -1    14       2.6835098826E-005
#     -1    15       5.0648354720E-007
#     -1    16       2.3928753313E-006
#     -1    17       3.2250984752E-005
#     -1    18       3.3351420646E-005
#     -1    19       6.1991361225E-005
#     -1    20       4.9150981541E-005
#     -1    21       1.4807865112E-005
#     -1    22       9.8414517302E-006
#     -1    23       1.6875335761E-005
#     -1    24       9.2996130131E-005
#     -1    25       9.2215883893E-005
#     -1    26       6.8725039527E-005
#     -1    27       4.1320822089E-005
#     -1    28       1.4140120624E-005
#     -1    29       5.8782728031E-006
#     -1    30       1.1699550490E-006
#     -1    31       2.0690496957E-007
#     -1    32       2.6042387242E-006
#     -1    33       1.5776263402E-006
#     -1    34       4.0200297292E-006
#      0   -12       7.8825151509E-003
#      0   -11       1.5441526922E-004
#      0   -10       9.7591901990E-005
#      0    -9       3.8505691863E-004
#      0    -8       1.5950194236E-005
#      0    -7       2.9672618371E-005
#      0    -6       4.0309655131E-003
#      0    -5       2.0914259525E-006
#      0    -4       1.4972148732E-004
#      0    -3       2.5568544843E-004
#      0    -2       1.4411655804E-004
#      0    -1       1.2554374637E-004
#      0     0       5.6089781533E-002
#      0     1       1.7941631100E-004
#      0     2       1.7549660851E-004
#      0     3       2.9574594317E-005
#      0     4       1.0129184210E-004
#      0     5       2.0457192413E-004
#      0     6       2.0213367060E-002
#      0     7       3.4952926389E-004
#      0     8       9.7439903776E-005
#      0     9       1.7074998039E-004
#      0    10       4.1625433090E-005
#      0    11       1.1640862418E-004
#      0    12       2.5574310672E-002
#      0    13       4.9400994879E-005
#      0    14       3.8217024655E-005
#      0    15       3.2966728799E-006
#      0    16       1.1268963268E-005
#      0    17       5.7132027558E-005
#      0    18       1.8335419040E-002
#      0    19       1.2987445759E-004
#      0    20       3.4421394603E-005
#      0    21       2.0186967908E-005
#      0    22       2.5290565491E-005
#      0    23       5.3476423128E-005
#      0    24       3.1331238249E-003
#      0    25       3.2043606253E-005
#      0    26       3.3614983762E-005
#      0    27       2.9467601558E-005
#      0    28       5.2560949776E-006
#      0    29       4.2016549732E-006
#      0    30       1.6571613509E-004
#      0    31       8.6454808715E-006
#      0    32       8.1443462603E-006
#      0    33       6.3033658955E-006
#      1   -12       2.5944669340E-004
#      1   -11       6.8325832417E-004
#      1   -10       7.3040692071E-005
#      1    -9       9.7073386367E-004
#      1    -8       3.0837906901E-005
#      1    -7       4.3837074372E-004
#      1    -6       3.0866630480E-005
#      1    -5       7.7176477055E-005
#      1    -4       1.0127704414E-005
#      1    -3       2.1670666539E-005
#      1    -2       2.9787509965E-004
#      1    -1       7.5564903882E-004
#      1     0       1.2554396846E-004
#      1     1       2.4781787538E-005
#      1     2       4.1532264065E-005
#      1     3       3.0467251421E-005
#      1     4       4.0107923011E-005
#      1     5       4.5086124600E-004
#      1     6       1.1597233033E-004
#      1     7       7.4821166993E-005
#      1     8       4.2261732292E-005
#      1     9       2.6896432463E-006
#      1    10       2.0740280436E-005
#      1    11       1.1918877132E-004
#      1    12       1.4990468393E-004
#      1    13       1.1389433456E-004
#      1    14       5.6344111569E-005
#      1    15       2.0846130244E-005
#      1    16       1.2005745805E-005
#      1    17       1.0535100405E-005
#      1    18       1.0790972733E-004
#      1    19       4.9443062652E-005
#      1    20       7.9531287051E-006
#      1    21       4.7458583236E-005
#      1    22       4.5931704431E-005
#      1    23       6.7798309806E-005
#      1    24       1.2094896880E-004
#      1    25       6.5634956435E-005
#      1    26       1.8487564211E-005
#      1    27       5.2631867264E-008
#      1    28       4.4800116250E-006
#      1    29       3.4422817839E-006
#      1    30       7.3924823996E-006
#      1    31       7.8985030366E-006
#      1    32       5.2458428266E-006
#      2   -12       2.4556866063E-004
#      2   -11       1.3845941307E-003
#      2   -10       8.1002336604E-004
#      2    -9       7.0048184917E-005
#      2    -8       7.4665980925E-005
#      2    -7       7.5877357006E-005
#      2    -6       5.5915802435E-006
#      2    -5       1.3644656173E-004
#      2    -4       1.5815281755E-005
#      2    -3       1.2301358431E-004
#      2    -2       2.6124337263E-004
#      2    -1       2.9787222863E-004
#      2     0       1.4411665848E-004
#      2     1       1.8578821402E-005
#      2     2       6.3920810124E-006
#      2     3       2.2063353493E-005
#      2     4       5.2817508881E-005
#      2     5       5.7546156716E-005
#      2     6       6.6441459405E-005
#      2     7       9.0643862024E-005
#      2     8       8.1630503304E-005
#      2     9       4.9466178471E-005
#      2    10       3.1201523211E-005
#      2    11       1.3932036459E-005
#      2    12       4.6413579193E-005
#      2    13       3.2277004505E-005
#      2    14       1.0489470615E-004
#      2    15       7.2747927943E-005
#      2    16       5.9591488282E-005
#      2    17       2.6545541618E-005
#      2    18       2.9911146642E-005
#      2    19       2.9250363639E-006
#      2    20       3.0517881180E-006
#      2    21       1.8740747956E-005
#      2    22       2.6047345673E-005
#      2    23       2.7656758706E-005
#      2    24       1.1618416039E-005
#      2    25       2.0385325908E-005
#      2    26       5.9194761043E-006
#      2    27       2.1440609404E-006
#      2    28       9.4327594638E-007
#      2    29       3.8895011351E-007
#      2    30       2.2219917134E-006
#      3   -11       5.8673634817E-005
#      3   -10       9.9705335717E-006
#      3    -9       6.1151184515E-004
#      3    -8       3.7890293053E-004
#      3    -7       1.4246444093E-004
#      3    -6       8.0709867017E-004
#      3    -5       5.0974195290E-005
#      3    -4       1.1925234761E-004
#      3    -3       2.7353850540E-005
#      3    -2       1.2301390868E-004
#      3    -1       2.1673431945E-005
#      3     0       2.5569724505E-004
#      3     1       9.1833700423E-005
#      3     2       3.6409473252E-005
#      3     3       8.7204293485E-005
#      3     4       2.4863838949E-005
#      3     5       1.4573962102E-004
#      3     6       1.1586660202E-004
#      3     7       3.0133753496E-005
#      3     8       6.2792025694E-005
#      3     9       1.8569383054E-004
#      3    10       2.7602548000E-005
#      3    11       9.0597049759E-005
#      3    12       5.6902172963E-005
#      3    13       1.6103315847E-004
#      3    14       1.7192696261E-004
#      3    15       2.4259464365E-004
#      3    16       1.5507500411E-004
#      3    17       5.0322328638E-005
#      3    18       3.5488549267E-005
#      3    19       2.5854439325E-005
#      3    20       4.7687411841E-005
#      3    21       3.9045461692E-005
#      3    22       3.6191806193E-005
#      3    23       4.2875148135E-006
#      3    24       1.8880458982E-006
#      3    25       1.8228035314E-006
#      3    26       1.0113069580E-005
#      3    27       6.8150200037E-006
#      3    28       8.4334871161E-006
#      3    29       5.8265397873E-007
#      4   -11       9.6023103792E-004
#      4   -10       1.9808223328E-005
#      4    -9       1.0267784477E-004
#      4    -8       7.0949084683E-005
#      4    -7       5.7698502304E-005
#      4    -6       5.5765305817E-005
#      4    -5       2.0073105321E-004
#      4    -4       8.0730964273E-005
#      4    -3       1.1925278185E-004
#      4    -2       1.5814659569E-005
#      4    -1       1.0129123397E-005
#      4     0       1.4972821075E-004
#      4     1       3.8739213173E-005
#      4     2       7.5111208979E-005
#      4     3       4.7890153005E-005
#      4     4       2.2168250537E-006
#      4     5       4.1992839080E-005
#      4     6       1.1832785641E-004
#      4     7       1.7166685330E-004
#      4     8       1.1292863914E-004
#      4     9       6.3022190837E-005
#      4    10       1.4487535920E-004
#      4    11       1.3682285099E-004
#      4    12       3.5055931846E-004
#      4    13       4.3981392706E-004
#      4    14       3.9014345010E-004
#      4    15       3.5937930591E-004
#      4    16       2.7072407250E-004
#      4    17       1.0579433077E-004
#      4    18       8.1824995891E-005
#      4    19       9.9960393077E-005
#      4    20       1.5671123167E-004
#      4    21       4.2029336666E-005
#      4    22       1.5252152793E-005
#      4    23       7.7983065532E-006
#      4    24       1.8181827148E-005
#      4    25       2.6319504627E-005
#      4    26       1.7291650279E-005
#      4    27       1.0266067621E-005
#      4    28       2.1385894360E-006
#      5   -11       1.0165295103E-004
#      5   -10       4.6343914735E-004
#      5    -9       2.3074152604E-004
#      5    -8       2.0885564484E-004
#      5    -7       2.0254430087E-004
#      5    -6       1.1479036112E-004
#      5    -5       2.5100805535E-004
#      5    -4       2.0073259949E-004
#      5    -3       5.0972492688E-005
#      5    -2       1.3644133000E-004
#      5    -1       7.7171631726E-005
#      5     0       2.0913119704E-006
#      5     1       1.3957183729E-004
#      5     2       2.4131788134E-005
#      5     3       1.4179428658E-004
#      5     4       1.2648879594E-005
#      5     5       2.0066888510E-004
#      5     6       2.0369461332E-004
#      5     7       2.2071732843E-004
#      5     8       1.7092028198E-004
#      5     9       3.6950525931E-005
#      5    10       1.8552072286E-004
#      5    11       4.2580724727E-004
#      5    12       6.1396862171E-004
#      5    13       7.9773050871E-004
#      5    14       5.4639447326E-004
#      5    15       3.1878796852E-004
#      5    16       2.7240099399E-004
#      5    17       1.1957133180E-004
#      5    18       2.7524485020E-004
#      5    19       1.8622700358E-004
#      5    20       1.0829018237E-004
#      5    21       3.7745745325E-005
#      5    22       6.2779151036E-007
#      5    23       2.9852845576E-005
#      5    24       1.4211326763E-005
#      5    25       3.2181588649E-005
#      5    26       2.2854312250E-005
#      6   -10       3.1479259087E-004
#      6    -9       1.0866944345E-003
#      6    -8       5.9816667150E-004
#      6    -7       2.4213912942E-004
#      6    -6       7.4546974844E-002
#      6    -5       1.1479114418E-004
#      6    -4       5.5764376410E-005
#      6    -3       8.0709038557E-004
#      6    -2       5.5898300793E-006
#      6    -1       3.0862905923E-005
#      6     0       4.0310017646E-003
#      6     1       1.9523374234E-007
#      6     2       1.8735775805E-004
#      6     3       6.8155504881E-004
#      6     4       2.8474594303E-004
#      6     5       3.5597327359E-004
#      6     6       6.5796130792E-002
#      6     7       3.0916135856E-004
#      6     8       3.7937630211E-005
#      6     9       1.0245024699E-004
#      6    10       3.2639369734E-004
#      6    11       6.0900914159E-004
#      6    12       3.2056512065E-002
#      6    13       8.2984916408E-004
#      6    14       3.5221583045E-004
#      6    15       7.8219822600E-005
#      6    16       9.9316917615E-005
#      6    17       1.2066587044E-004
#      6    18       4.3978007001E-003
#      6    19       1.4376116551E-004
#      6    20       4.7724946189E-005
#      6    21       8.2842987225E-005
#      6    22       1.8604240007E-005
#      6    23       2.4096943083E-005
#      6    24       8.7678404956E-005
#      6    25       3.0083167988E-005
#      7    -9       1.8501393441E-004
#      7    -8       1.0382738937E-003
#      7    -7       1.2653906344E-003
#      7    -6       2.4213826885E-004
#      7    -5       2.0255907810E-004
#      7    -4       5.7697202359E-005
#      7    -3       1.4245861890E-004
#      7    -2       7.5874092066E-005
#      7    -1       4.3836127615E-004
#      7     0       2.9674933445E-005
#      7     1       4.2305735807E-005
#      7     2       1.8047618949E-004
#      7     3       2.7610938557E-004
#      7     4       4.0182427424E-004
#      7     5       2.5213854221E-004
#      7     6       5.5353903123E-004
#      7     7       1.5887978730E-004
#      7     8       4.4560106228E-005
#      7     9       6.5879544029E-005
#      7    10       4.9373608007E-004
#      7    11       8.7566278421E-004
#      7    12       7.4900232529E-004
#      7    13       5.4132716159E-004
#      7    14       1.3815733702E-004
#      7    15       1.5212998806E-004
#      7    16       1.3537195153E-004
#      7    17       3.0356587896E-004
#      7    18       2.6400166452E-004
#      7    19       1.3677686586E-004
#      7    20       5.2865885532E-005
#      7    21       9.5780214751E-005
#      7    22       6.0470147823E-005
#      7    23       6.0574133638E-005
#      8    -9       3.1867115445E-005
#      8    -8       1.2140720645E-003
#      8    -7       1.0382784237E-003
#      8    -6       5.9816386614E-004
#      8    -5       2.0885967878E-004
#      8    -4       7.0952162614E-005
#      8    -3       3.7891044841E-004
#      8    -2       7.4667989216E-005
#      8    -1       3.0833158008E-005
#      8     0       1.5948158775E-005
#      8     1       2.0514466461E-005
#      8     2       2.8173519938E-004
#      8     3       3.7772761044E-004
#      8     4       3.1870007915E-004
#      8     5       2.3173609029E-004
#      8     6       2.0094656527E-004
#      8     7       3.2294121801E-007
#      8     8       4.1666524707E-006
#      8     9       1.2894352690E-004
#      8    10       3.4412288013E-004
#      8    11       4.3692464177E-004
#      8    12       1.5728950082E-004
#      8    13       1.7428769373E-004
#      8    14       5.6484365941E-005
#      8    15       5.2338887698E-005
#      8    16       6.3748422589E-005
#      8    17       8.5452730098E-005
#      8    18       1.9361051300E-005
#      8    19       3.9211432865E-006
#      8    20       3.9504682014E-005
#      8    21       2.8002176432E-005
#      9    -8       3.1862536428E-005
#      9    -7       1.8502074449E-004
#      9    -6       1.0867102751E-003
#      9    -5       2.3073793982E-004
#      9    -4       1.0267597887E-004
#      9    -3       6.1152430321E-004
#      9    -2       7.0045340736E-005
#      9    -1       9.7073541779E-004
#      9     0       3.8505413990E-004
#      9     1       5.5202836712E-005
#      9     2       1.8542370692E-004
#      9     3       2.8504173391E-004
#      9     4       7.9554856131E-004
#      9     5       5.2547448705E-005
#      9     6       2.9310420138E-004
#      9     7       1.0569213617E-005
#      9     8       8.8245555908E-005
#      9     9       1.1021881457E-004
#      9    10       3.6817549569E-004
#      9    11       2.8906195734E-004
#      9    12       1.7153875518E-004
#      9    13       1.5669667522E-004
#      9    14       1.0212222805E-004
#      9    15       9.4215123128E-005
#      9    16       1.0718762463E-004
#      9    17       7.0679858372E-005
#      9    18       5.0239175177E-005
#      9    19       6.0079804023E-005
#     10    -6       3.1479685706E-004
#     10    -5       4.6342480796E-004
#     10    -4       1.9807892324E-005
#     10    -3       9.9696773934E-006
#     10    -2       8.1002670456E-004
#     10    -1       7.3042559552E-005
#     10     0       9.7589337957E-005
#     10     1       4.2670487090E-005
#     10     2       1.0970297374E-004
#     10     3       1.6452146363E-004
#     10     4       6.4433253794E-004
#     10     5       3.3698070482E-004
#     10     6       2.3259065040E-004
#     10     7       1.1440386649E-004
#     10     8       7.7026869932E-005
#     10     9       1.7233045874E-004
#     10    10       1.6093265630E-004
#     10    11       1.2678189624E-004
#     10    12       1.3258032492E-004
#     10    13       1.4042036652E-004
#     10    14       1.1139513667E-004
#     10    15       1.3303896045E-005
#     10    16       2.2224583800E-005
#     10    17       5.5726042359E-005
#     11    -5       1.0165563349E-004
#     11    -4       9.6022452519E-004
#     11    -3       5.8672037735E-005
#     11    -2       1.3846034972E-003
#     11    -1       6.8325421180E-004
#     11     0       1.5441477531E-004
#     11     1       2.2027908389E-004
#     11     2       1.2395692001E-004
#     11     3       1.2626842060E-004
#     11     4       6.9854510660E-004
#     11     5       6.2498996210E-004
#     11     6       4.4648005045E-004
#     11     7       4.0845978292E-004
#     11     8       1.4295484167E-004
#     11     9       9.8092799251E-005
#     11    10       9.4162797900E-005
#     11    11       1.5089587288E-004
#     11    12       2.7470232987E-004
#     11    13       1.3581679280E-004
#     11    14       5.6727977986E-005
#     12    -2       2.4556535821E-004
#     12    -1       2.5944802953E-004
#     12     0       7.8824691250E-003
#     12     1       2.5693857512E-004
#     12     2       5.5991576582E-005
#     12     3       1.3019243057E-003
#     12     4       2.5513118199E-004
#     12     5       6.1339123586E-004
#     12     6       1.0003862928E-002
#     12     7       1.4849147094E-004
#     12     8       4.6729776117E-004
