 Diffraction intensities for potential:smallensembletest10001.in               
#    -14    13       4.5771765653E-004
#    -14    14       2.2885028352E-005
#    -14    15       3.7873128994E-004
#    -14    16       2.3786045742E-004
#    -14    17       1.7042958778E-008
#    -14    18       6.3961213622E-005
#    -14    19       3.0398510057E-005
#    -14    20       3.0996221978E-004
#    -14    21       1.7522084525E-004
#    -14    22       6.6479859595E-005
#    -13    -9       4.5197840488E-004
#    -13    -8       1.7471298587E-005
#    -13    -7       2.2780835407E-004
#    -13    -6       2.9509208384E-004
#    -13    -5       2.4352422679E-004
#    -13    -4       4.2299462610E-006
#    -13    -3       3.6065492257E-004
#    -13    -2       1.0840975054E-003
#    -13    -1       7.3962557635E-004
#    -13     0       1.8559021597E-005
#    -13     1       6.6465140691E-004
#    -13     2       9.7780060866E-004
#    -13     3       2.9988732547E-004
#    -13     4       1.8303020775E-006
#    -13     5       7.6333226714E-004
#    -13     6       9.7200730192E-004
#    -13     7       4.6362354858E-004
#    -13     8       6.7026432628E-005
#    -13     9       1.9619010901E-004
#    -13    10       8.5318757214E-004
#    -13    11       6.5781058019E-004
#    -13    12       1.5672438939E-005
#    -13    13       6.3031623877E-004
#    -13    14       1.3972960022E-003
#    -13    15       4.3371154570E-004
#    -13    16       5.0061686586E-006
#    -13    17       4.9893867871E-005
#    -13    18       2.1767204547E-004
#    -13    19       1.9760906882E-006
#    -13    20       5.3545440206E-005
#    -13    21       4.5236725636E-005
#    -13    22       3.4480110791E-004
#    -12   -10       1.4527643129E-005
#    -12    -9       2.9226017576E-005
#    -12    -8       1.6392205282E-003
#    -12    -7       4.5840075922E-004
#    -12    -6       5.6207470976E-006
#    -12    -5       4.1295254482E-004
#    -12    -4       8.0800560536E-003
#    -12    -3       9.5699091039E-005
#    -12    -2       2.8491825944E-007
#    -12    -1       6.6569512007E-004
#    -12     0       2.6949023382E-002
#    -12     1       1.1737968661E-003
#    -12     2       3.9285466840E-006
#    -12     3       6.4090166578E-004
#    -12     4       7.9153430363E-003
#    -12     5       6.4716061918E-004
#    -12     6       2.2778990046E-005
#    -12     7       6.1275906615E-004
#    -12     8       8.5714188564E-003
#    -12     9       7.4882202036E-004
#    -12    10       2.2359311768E-005
#    -12    11       3.8371935623E-004
#    -12    12       1.8023065151E-002
#    -12    13       5.3738313186E-004
#    -12    14       4.3140523259E-006
#    -12    15       1.1385325990E-004
#    -12    16       6.9609277437E-003
#    -12    17       7.2091567718E-005
#    -12    18       1.9997564323E-005
#    -12    19       5.2525084362E-004
#    -12    20       7.9985657293E-004
#    -12    21       2.6097106070E-005
#    -12    22       6.0448464355E-005
#    -11   -11       7.6577147239E-005
#    -11   -10       1.3265565084E-004
#    -11    -9       1.5170278256E-004
#    -11    -8       1.8445455900E-005
#    -11    -7       6.8650266014E-004
#    -11    -6       1.2854135916E-003
#    -11    -5       3.3103058947E-004
#    -11    -4       3.7789321318E-007
#    -11    -3       5.1123876558E-005
#    -11    -2       9.7799325207E-004
#    -11    -1       1.1745875075E-003
#    -11     0       2.3262673834E-005
#    -11     1       4.0024487325E-004
#    -11     2       5.0220326154E-004
#    -11     3       4.2884594827E-004
#    -11     4       1.8424152768E-005
#    -11     5       6.0259497934E-004
#    -11     6       1.3086729728E-003
#    -11     7       6.9252808820E-004
#    -11     8       1.1026488629E-005
#    -11     9       1.9900101731E-004
#    -11    10       4.3323320576E-004
#    -11    11       2.5923643872E-004
#    -11    12       4.6782283381E-006
#    -11    13       5.0702307861E-004
#    -11    14       2.5907773268E-004
#    -11    15       1.1434978057E-004
#    -11    16       8.9270162821E-008
#    -11    17       9.8977719902E-005
#    -11    18       7.4323201529E-004
#    -11    19       5.5332277936E-004
#    -11    20       3.0689162185E-005
#    -11    21       1.4248788935E-004
#    -11    22       3.3386124538E-004
#    -10   -12       7.6528289026E-004
#    -10   -11       7.9346229387E-005
#    -10   -10       5.8380699772E-005
#    -10    -9       2.8890100578E-004
#    -10    -8       1.8052431733E-003
#    -10    -7       6.3712843795E-004
#    -10    -6       9.8802012289E-006
#    -10    -5       1.0533122609E-004
#    -10    -4       1.5200172634E-004
#    -10    -3       3.0002540031E-004
#    -10    -2       3.9369091348E-006
#    -10    -1       4.0062622778E-004
#    -10     0       3.8798002526E-004
#    -10     1       4.7507247370E-005
#    -10     2       1.3347538965E-005
#    -10     3       1.3419052616E-004
#    -10     4       4.8904357037E-004
#    -10     5       4.6162852848E-004
#    -10     6       1.9511029449E-005
#    -10     7       2.7456798984E-004
#    -10     8       5.3279883138E-004
#    -10     9       3.4848567211E-004
#    -10    10       9.3070179074E-006
#    -10    11       2.3271100496E-004
#    -10    12       7.5129093181E-004
#    -10    13       3.6883126205E-004
#    -10    14       7.9747843743E-007
#    -10    15       1.8624924851E-004
#    -10    16       1.3019722466E-004
#    -10    17       5.4093835066E-004
#    -10    18       4.2592975549E-006
#    -10    19       1.2787373980E-004
#    -10    20       9.9314960084E-004
#    -10    21       2.9427295659E-004
#    -10    22       1.1829280789E-004
#     -9   -13       7.0358076791E-005
#     -9   -12       3.5796356948E-005
#     -9   -11       3.3489184975E-004
#     -9   -10       6.3795386754E-004
#     -9    -9       7.9171768391E-004
#     -9    -8       1.6542178029E-005
#     -9    -7       9.0692883233E-005
#     -9    -6       2.9881136516E-004
#     -9    -5       1.8521117613E-004
#     -9    -4       1.7754589426E-006
#     -9    -3       6.3993345780E-004
#     -9    -2       5.0236247862E-004
#     -9    -1       4.7707032180E-005
#     -9     0       1.8051977061E-005
#     -9     1       2.8649048951E-004
#     -9     2       3.0217255671E-004
#     -9     3       8.2197577280E-005
#     -9     4       1.1248366342E-005
#     -9     5       2.3081524429E-004
#     -9     6       5.0462597673E-005
#     -9     7       1.0933830754E-004
#     -9     8       2.5486990862E-005
#     -9     9       1.1367459868E-003
#     -9    10       7.9573829373E-004
#     -9    11       2.3514363681E-004
#     -9    12       9.4181356752E-007
#     -9    13       2.2792750056E-004
#     -9    14       8.0402080173E-005
#     -9    15       1.7250512339E-004
#     -9    16       2.5191269943E-005
#     -9    17       3.7803151368E-004
#     -9    18       1.6226495373E-003
#     -9    19       4.7450517082E-005
#     -9    20       4.2531721304E-005
#     -9    21       3.3736655835E-005
#     -9    22       9.3261783087E-004
#     -8   -14       7.6697415286E-005
#     -8   -13       6.4075780430E-005
#     -8   -12       8.2093117040E-004
#     -8   -11       5.2426738752E-004
#     -8   -10       4.1788787151E-005
#     -8    -9       4.2812100767E-004
#     -8    -8       5.0119741619E-003
#     -8    -7       1.8605207621E-004
#     -8    -6       4.6229123452E-006
#     -8    -5       7.6389227868E-004
#     -8    -4       7.9173623190E-003
#     -8    -3       4.2822400980E-004
#     -8    -2       1.3281363874E-005
#     -8    -1       2.8702355194E-004
#     -8     0       1.0390951020E-002
#     -8     1       4.4690229357E-004
#     -8     2       5.0072914392E-006
#     -8     3       1.2753747544E-004
#     -8     4       2.1434071090E-003
#     -8     5       1.6839881799E-004
#     -8     6       1.0374345000E-004
#     -8     7       1.1222060890E-003
#     -8     8       2.9412413333E-002
#     -8     9       1.0024143100E-003
#     -8    10       2.0235922226E-005
#     -8    11       5.2821613963E-004
#     -8    12       9.5199140154E-003
#     -8    13       2.4219141631E-004
#     -8    14       6.5406443850E-007
#     -8    15       3.8946102530E-005
#     -8    16       3.7144288090E-003
#     -8    17       5.2255826294E-004
#     -8    18       5.1969189199E-006
#     -8    19       9.5051054863E-004
#     -8    20       2.0065217094E-003
#     -8    21       3.8001010415E-005
#     -8    22       9.8711977893E-005
#     -7   -14       2.5550149704E-004
#     -7   -13       1.1834094590E-004
#     -7   -12       1.4549116402E-006
#     -7   -11       4.0146117523E-004
#     -7   -10       8.8861219541E-004
#     -7    -9       1.1798261889E-004
#     -7    -8       4.4211016897E-006
#     -7    -7       4.4713027740E-004
#     -7    -6       9.7334895275E-004
#     -7    -5       6.4742551149E-004
#     -7    -4       1.8561000073E-005
#     -7    -3       1.3406249846E-004
#     -7    -2       3.0269930047E-004
#     -7    -1       4.4729753358E-004
#     -7     0       1.4022754394E-005
#     -7     1       7.8906263799E-005
#     -7     2       2.1597421788E-005
#     -7     3       9.7137676341E-005
#     -7     4       3.2882297064E-005
#     -7     5       1.7191211476E-004
#     -7     6       7.3443116902E-004
#     -7     7       7.6544058945E-004
#     -7     8       3.6456465124E-005
#     -7     9       1.5895025787E-004
#     -7    10       5.8113176065E-004
#     -7    11       5.7631212884E-004
#     -7    12       6.4184015082E-007
#     -7    13       2.8950129063E-004
#     -7    14       6.0352555742E-004
#     -7    15       7.3687196101E-005
#     -7    16       7.6925765542E-006
#     -7    17       8.6344501092E-004
#     -7    18       1.5100368657E-003
#     -7    19       8.0235903984E-004
#     -7    20       5.9492642465E-005
#     -7    21       6.0341204208E-005
#     -6   -15       3.6552145407E-004
#     -6   -14       4.9655460167E-005
#     -6   -13       5.4398198324E-005
#     -6   -12       3.7173385403E-004
#     -6   -11       1.3393509232E-004
#     -6   -10       1.3765239444E-005
#     -6    -9       1.0697752027E-004
#     -6    -8       2.9901237237E-004
#     -6    -7       4.6397273235E-004
#     -6    -6       2.2788786441E-005
#     -6    -5       6.0216608113E-004
#     -6    -4       4.8921779700E-004
#     -6    -3       8.2405026016E-005
#     -6    -2       5.0561200945E-006
#     -6    -1       7.8817031664E-005
#     -6     0       4.7746154186E-004
#     -6     1       7.4681595240E-004
#     -6     2       6.8889644969E-005
#     -6     3       2.4315349005E-004
#     -6     4       7.6165599700E-005
#     -6     5       1.5207682070E-006
#     -6     6       2.3123960424E-006
#     -6     7       1.3193142515E-004
#     -6     8       1.1680785336E-004
#     -6     9       1.8920453490E-005
#     -6    10       1.5259674919E-005
#     -6    11       5.0817373199E-004
#     -6    12       1.1790408448E-003
#     -6    13       2.8109323284E-004
#     -6    14       9.7764971134E-006
#     -6    15       1.8083216851E-004
#     -6    16       2.6179575270E-004
#     -6    17       5.5830081267E-004
#     -6    18       3.4374747192E-005
#     -6    19       1.1363458255E-004
#     -6    20       3.9493656327E-004
#     -6    21       1.2991532538E-004
#     -5   -16       5.4787551398E-006
#     -5   -15       3.6108743539E-004
#     -5   -14       2.7080933123E-005
#     -5   -13       9.6616696105E-005
#     -5   -12       1.9931428531E-006
#     -5   -11       4.3935133909E-005
#     -5   -10       2.2265492799E-004
#     -5    -9       1.3756029240E-004
#     -5    -8       6.6996424120E-005
#     -5    -7       6.1193399026E-004
#     -5    -6       1.3063933987E-003
#     -5    -5       4.6126606092E-004
#     -5    -4       1.1287519082E-005
#     -5    -3       1.2781343021E-004
#     -5    -2       2.1368371278E-005
#     -5    -1       7.4590929468E-004
#     -5     0       1.4073476509E-004
#     -5     1       1.8710290663E-003
#     -5     2       2.6721168431E-003
#     -5     3       5.4865766221E-004
#     -5     4       9.1586627504E-006
#     -5     5       2.5681747029E-005
#     -5     6       1.2830095864E-005
#     -5     7       3.4131894851E-005
#     -5     8       7.2351233412E-005
#     -5     9       3.9279359641E-004
#     -5    10       7.3241480850E-004
#     -5    11       5.3684635507E-004
#     -5    12       1.7273334897E-005
#     -5    13       6.2832552180E-004
#     -5    14       3.2935568289E-004
#     -5    15       1.2599455025E-004
#     -5    16       4.9766400590E-006
#     -5    17       2.9683035093E-004
#     -5    18       7.3948353495E-004
#     -5    19       1.3909868261E-005
#     -5    20       5.6826356911E-005
#     -5    21       1.3729157397E-005
#     -4   -17       6.6064971158E-005
#     -4   -16       1.5494023004E-003
#     -4   -15       1.3206919996E-004
#     -4   -14       2.4980421860E-005
#     -4   -13       7.6060054640E-005
#     -4   -12       6.7726307128E-003
#     -4   -11       1.4268751150E-004
#     -4   -10       5.6371330262E-005
#     -4    -9       1.9622600386E-004
#     -4    -8       8.5722013645E-003
#     -4    -7       6.9141333141E-004
#     -4    -6       1.9325546917E-005
#     -4    -5       2.3108557216E-004
#     -4    -4       2.1424874178E-003
#     -4    -3       9.7122460746E-005
#     -4    -2       6.8957108565E-005
#     -4    -1       1.8718414019E-003
#     -4     0       1.2646115723E-002
#     -4     1       1.9617355458E-003
#     -4     2       6.5928383755E-006
#     -4     3       1.8138385739E-004
#     -4     4       9.5243597818E-004
#     -4     5       1.4041605579E-004
#     -4     6       4.3614741343E-005
#     -4     7       3.6229796597E-004
#     -4     8       2.0747713711E-003
#     -4     9       3.4058696448E-004
#     -4    10       2.4610382922E-005
#     -4    11       5.2483689463E-004
#     -4    12       8.7924848878E-003
#     -4    13       4.7170147915E-004
#     -4    14       6.3935588184E-007
#     -4    15       9.1101640547E-005
#     -4    16       8.3153196668E-003
#     -4    17       3.3790229972E-004
#     -4    18       5.1851588447E-005
#     -4    19       2.0390261538E-004
#     -4    20       1.6937688716E-003
#     -4    21       5.9433302596E-005
#     -3   -17       2.4548740951E-004
#     -3   -16       3.8175382131E-006
#     -3   -15       1.9680586343E-004
#     -3   -14       4.1748898726E-005
#     -3   -13       1.1749327246E-005
#     -3   -12       1.3407017850E-005
#     -3   -11       1.1755208909E-004
#     -3   -10       8.5160433997E-004
#     -3    -9       7.4834555927E-004
#     -3    -8       1.0995376771E-005
#     -3    -7       2.7391833910E-004
#     -3    -6       5.0255550289E-005
#     -3    -5       1.6864613096E-004
#     -3    -4       3.3005792037E-005
#     -3    -3       2.4274535946E-004
#     -3    -2       2.6713386261E-003
#     -3    -1       1.9615343373E-003
#     -3     0       2.3460852505E-005
#     -3     1       6.4061886044E-004
#     -3     2       1.4849421145E-004
#     -3     3       6.7806751374E-005
#     -3     4       5.9579399007E-006
#     -3     5       8.2006382684E-004
#     -3     6       1.2565595152E-003
#     -3     7       2.8058005206E-004
#     -3     8       4.5524800609E-005
#     -3     9       2.7362648202E-005
#     -3    10       1.7861913111E-004
#     -3    11       5.2434552033E-004
#     -3    12       1.2260847152E-005
#     -3    13       1.9811108089E-004
#     -3    14       9.0376525670E-005
#     -3    15       1.0907380834E-004
#     -3    16       8.6615137684E-006
#     -3    17       2.3263273869E-004
#     -3    18       3.9402326908E-004
#     -3    19       5.3053358217E-005
#     -3    20       1.6143124017E-005
#     -2   -18       3.9955725876E-005
#     -2   -17       2.0657518107E-004
#     -2   -16       1.6784078847E-005
#     -2   -15       5.9313407490E-005
#     -2   -14       4.8005829146E-005
#     -2   -13       5.2486837069E-004
#     -2   -12       8.5741262639E-004
#     -2   -11       6.5597179341E-004
#     -2   -10       2.2315583125E-005
#     -2    -9       1.9894991449E-004
#     -2    -8       5.3275092954E-004
#     -2    -7       1.0926014790E-004
#     -2    -6       1.0347651590E-004
#     -2    -5       1.7191200820E-004
#     -2    -4       7.5826081608E-005
#     -2    -3       5.4796298733E-004
#     -2    -2       6.6278319386E-006
#     -2    -1       6.4102283412E-004
#     -2     0       9.3480549768E-005
#     -2     1       1.6343428617E-004
#     -2     2       3.4370132615E-005
#     -2     3       9.7630252654E-005
#     -2     4       1.8574511769E-003
#     -2     5       1.6848150824E-003
#     -2     6       2.6269235657E-005
#     -2     7       5.3506873324E-005
#     -2     8       1.9554996105E-004
#     -2     9       1.3034262227E-004
#     -2    10       5.1204194603E-007
#     -2    11       2.2949579995E-004
#     -2    12       1.2983258098E-003
#     -2    13       5.6629602081E-004
#     -2    14       1.7622223319E-005
#     -2    15       6.5302058381E-004
#     -2    16       4.2657368503E-004
#     -2    17       3.3776444128E-006
#     -2    18       1.2735139993E-004
#     -2    19       6.7867925458E-004
#     -2    20       2.0487201241E-004
#     -1   -18       1.1326365664E-003
#     -1   -17       5.5295844084E-006
#     -1   -16       1.9954300962E-005
#     -1   -15       9.0379714561E-005
#     -1   -14       5.5286456192E-004
#     -1   -13       4.5767208565E-004
#     -1   -12       1.5675738322E-005
#     -1   -11       3.8318842672E-004
#     -1   -10       4.3239705464E-004
#     -1    -9       3.4864289927E-004
#     -1    -8       2.5438595759E-005
#     -1    -7       1.1208557476E-003
#     -1    -6       7.3330489343E-004
#     -1    -5       1.4964563903E-006
#     -1    -4       9.1796549824E-006
#     -1    -3       1.8089222316E-004
#     -1    -2       1.4832963248E-004
#     -1    -1       1.6318947511E-004
#     -1     0       1.4668806721E-004
#     -1     1       1.2291285967E-003
#     -1     2       3.1721273109E-004
#     -1     3       5.1608920187E-004
#     -1     4       7.2490824345E-006
#     -1     5       1.6193196502E-003
#     -1     6       8.2857044614E-004
#     -1     7       1.2843495633E-004
#     -1     8       1.1049643098E-005
#     -1     9       3.2066308699E-004
#     -1    10       1.9653785901E-004
#     -1    11       6.4435889283E-004
#     -1    12       4.4942223839E-006
#     -1    13       8.1648955233E-004
#     -1    14       1.5260675435E-003
#     -1    15       4.4775909167E-004
#     -1    16       2.8717796626E-005
#     -1    17       7.0173137409E-005
#     -1    18       1.8098405536E-004
#     -1    19       4.8954754662E-005
#      0   -19       3.4006261176E-004
#      0   -18       6.3880810808E-005
#      0   -17       6.4166570840E-006
#      0   -16       2.8996409865E-003
#      0   -15       2.5910738163E-004
#      0   -14       2.2890031858E-005
#      0   -13       6.2979961595E-004
#      0   -12       1.8029947795E-002
#      0   -11       2.5808039128E-004
#      0   -10       9.2655605515E-006
#      0    -9       1.1371756977E-003
#      0    -8       2.9413617621E-002
#      0    -7       7.6491304780E-004
#      0    -6       2.3166468499E-006
#      0    -5       2.5622265885E-005
#      0    -4       9.5419824318E-004
#      0    -3       6.7563450562E-005
#      0    -2       3.4423651616E-005
#      0    -1       1.2301761401E-003
#      0     0       2.1703885737E-002
#      0     1       1.1028568908E-003
#      0     2       3.3807559696E-005
#      0     3       1.1691933910E-003
#      0     4       1.3897530417E-002
#      0     5       1.1192258137E-003
#      0     6       1.8426513611E-005
#      0     7       5.9360684920E-004
#      0     8       9.7638091121E-003
#      0     9       1.9649069578E-004
#      0    10       1.3541205139E-005
#      0    11       8.0307598298E-004
#      0    12       2.6840772626E-002
#      0    13       7.7897691566E-004
#      0    14       1.8320765072E-005
#      0    15       1.7106402186E-004
#      0    16       7.5262127868E-003
#      0    17       9.1474131101E-005
#      0    18       4.9991304651E-005
#      0    19       5.9907094852E-004
#      1   -19       1.9267778334E-004
#      1   -18       1.6122953072E-004
#      1   -17       2.5691753281E-005
#      1   -16       2.0792859726E-005
#      1   -15       3.7895534651E-004
#      1   -14       1.3967048216E-003
#      1   -13       5.3690224093E-004
#      1   -12       4.6689778624E-006
#      1   -11       2.3295610837E-004
#      1   -10       7.9551344415E-004
#      1    -9       1.0033246534E-003
#      1    -8       3.6593834268E-005
#      1    -7       1.3176591713E-004
#      1    -6       1.2786996067E-005
#      1    -5       1.4028852771E-004
#      1    -4       5.9804434866E-006
#      1    -3       9.7620126318E-005
#      1    -2       3.1753407702E-004
#      1    -1       1.1031332567E-003
#      1     0       5.8034153107E-005
#      1     1       1.3756174761E-004
#      1     2       8.7748285132E-004
#      1     3       1.6496007008E-003
#      1     4       1.0480189960E-005
#      1     5       4.3818300460E-004
#      1     6       5.9628358358E-004
#      1     7       5.6726557169E-004
#      1     8       2.2026009732E-005
#      1     9       4.4903804883E-005
#      1    10       1.1904442924E-003
#      1    11       9.8853823235E-004
#      1    12       6.7795734803E-006
#      1    13       5.7263206501E-004
#      1    14       6.4127258936E-004
#      1    15       6.0531200688E-005
#      1    16       2.3101393613E-005
#      1    17       6.0530325196E-006
#      1    18       7.6657708647E-004
#      2   -20       2.9279008488E-004
#      2   -19       2.7998192090E-004
#      2   -18       3.5662085064E-005
#      2   -17       1.2764674249E-004
#      2   -16       2.3794811211E-004
#      2   -15       4.3306578056E-004
#      2   -14       4.2943503198E-006
#      2   -13       5.0615347178E-004
#      2   -12       7.5085614734E-004
#      2   -11       2.3488115010E-004
#      2   -10       2.0272327566E-005
#      2    -9       1.5837909938E-004
#      2    -8       1.1642381304E-004
#      2    -7       3.4070433269E-005
#      2    -6       4.3552206665E-005
#      2    -5       8.1944349904E-004
#      2    -4       1.8575321165E-003
#      2    -3       5.1609197553E-004
#      2    -2       3.3929214925E-005
#      2    -1       1.3776441260E-004
#      2     0       1.5371588216E-004
#      2     1       1.6963471265E-004
#      2     2       5.7632476571E-006
#      2     3       1.2997541544E-003
#      2     4       6.8268333477E-004
#      2     5       9.4726435938E-005
#      2     6       4.3621768136E-005
#      2     7       1.3880922778E-004
#      2     8       9.1161480358E-005
#      2     9       2.7680651377E-004
#      2    10       1.9199163993E-005
#      2    11       6.9183050460E-004
#      2    12       6.7532156138E-004
#      2    13       6.6327071847E-004
#      2    14       5.5833648142E-005
#      2    15       6.4022097956E-005
#      2    16       1.5308387781E-004
#      2    17       4.1095279749E-004
#      2    18       1.2491470169E-005
#      3   -20       2.8376271091E-005
#      3   -19       3.7280282855E-005
#      3   -18       3.4330374013E-004
#      3   -17       1.5792843611E-008
#      3   -16       4.9482529649E-006
#      3   -15       1.1380087171E-004
#      3   -14       2.5825953202E-004
#      3   -13       3.6812756786E-004
#      3   -12       9.6203511817E-007
#      3   -11       5.2839214253E-004
#      3   -10       5.8059764543E-004
#      3    -9       1.8758355332E-005
#      3    -8       7.2352721528E-005
#      3    -7       3.6205671265E-004
#      3    -6       1.2553472040E-003
#      3    -5       1.6848538019E-003
#      3    -4       7.2282546014E-006
#      3    -3       1.1694175761E-003
#      3    -2       8.7721726907E-004
#      3    -1       1.6940681186E-004
#      3     0       2.4570298539E-005
#      3     1       4.2931762505E-004
#      3     2       1.2512732510E-003
#      3     3       2.3284542711E-004
#      3     4       2.5768167211E-005
#      3     5       1.6942862260E-004
#      3     6       1.2481800632E-004
#      3     7       1.4432982351E-004
#      3     8       1.1316240909E-005
#      3     9       6.1176811122E-004
#      3    10       3.9853587838E-004
#      3    11       4.2674929311E-007
#      3    12       2.3553265811E-005
#      3    13       1.5765734350E-004
#      3    14       3.8528825704E-004
#      3    15       4.8706716219E-004
#      3    16       1.3166027376E-006
#      3    17       2.6067068144E-004
#      4   -21       7.7568299275E-005
#      4   -20       1.4563596008E-003
#      4   -19       4.1188170014E-005
#      4   -18       6.3876937559E-005
#      4   -17       4.9792938271E-005
#      4   -16       6.9623468813E-003
#      4   -15       1.1424579381E-004
#      4   -14       8.2345208508E-007
#      4   -13       2.2794699755E-004
#      4   -12       9.5184354316E-003
#      4   -11       5.7644633389E-004
#      4   -10       1.5293013737E-005
#      4    -9       3.9306439354E-004
#      4    -8       2.0747704733E-003
#      4    -7       2.8022956495E-004
#      4    -6       2.6180570214E-005
#      4    -5       1.6196090688E-003
#      4    -4       1.3892130709E-002
#      4    -3       1.6506515833E-003
#      4    -2       5.7860307264E-006
#      4    -1       4.2980923105E-004
#      4     0       4.1516506993E-004
#      4     1       3.5225273493E-004
#      4     2       3.2645947560E-005
#      4     3       6.0211011523E-005
#      4     4       2.4338773542E-003
#      4     5       1.7641977680E-004
#      4     6       3.0592434597E-005
#      4     7       4.2211371413E-004
#      4     8       8.8750285835E-003
#      4     9       2.4213084875E-004
#      4    10       6.4667998678E-005
#      4    11       1.1008094978E-004
#      4    12       9.1502996095E-003
#      4    13       3.0140710659E-004
#      4    14       7.4114735397E-005
#      4    15       2.5652360783E-004
#      4    16       1.9717948493E-003
#      4    17       4.1491292131E-005
#      5   -21       1.5864956179E-004
#      5   -20       5.6557538190E-005
#      5   -19       3.0331027035E-005
#      5   -18       2.1740305629E-004
#      5   -17       7.2029953220E-005
#      5   -16       8.5927216475E-008
#      5   -15       1.8635185206E-004
#      5   -14       8.0250754551E-005
#      5   -13       2.4191882867E-004
#      5   -12       6.5141830123E-007
#      5   -11       5.0775288024E-004
#      5   -10       7.3238299164E-004
#      5    -9       3.4091072861E-004
#      5    -8       4.5624967458E-005
#      5    -7       5.3433788394E-005
#      5    -6       8.2851791290E-004
#      5    -5       1.1203348870E-003
#      5    -4       1.0375312936E-005
#      5    -3       1.2995650461E-003
#      5    -2       1.2520063705E-003
#      5    -1       3.5262527367E-004
#      5     0       3.7097330679E-005
#      5     1       5.4440705040E-005
#      5     2       1.0878460438E-005
#      5     3       6.3807939399E-005
#      5     4       3.2122734632E-006
#      5     5       4.7396326092E-004
#      5     6       1.0561255170E-003
#      5     7       7.0149069311E-004
#      5     8       5.4176084993E-005
#      5     9       4.1793576787E-004
#      5    10       1.2383301780E-004
#      5    11       1.1013315952E-004
#      5    12       2.3831354615E-005
#      5    13       3.5780396190E-004
#      5    14       5.1757755885E-005
#      5    15       3.6157034644E-004
#      5    16       7.1982636011E-006
#      6   -21       6.1257810958E-004
#      6   -20       3.1004630845E-004
#      6   -19       1.9787543409E-006
#      6   -18       1.9981206421E-005
#      6   -17       9.8929694699E-005
#      6   -16       1.3007266819E-004
#      6   -15       1.7247486148E-004
#      6   -14       6.7867311372E-007
#      6   -13       2.9001810668E-004
#      6   -12       1.1794882289E-003
#      6   -11       5.3643784818E-004
#      6   -10       2.4620544491E-005
#      6    -9       2.7327105654E-005
#      6    -8       1.9544718914E-004
#      6    -7       1.2856707167E-004
#      6    -6       1.8397985479E-005
#      6    -5       4.3840717861E-004
#      6    -4       6.8290002078E-004
#      6    -3       2.3276939136E-004
#      6    -2       3.2618275040E-005
#      6    -1       5.4548105605E-005
#      6     0       1.4998233572E-004
#      6     1       1.5903156256E-004
#      6     2       6.2416046490E-006
#      6     3       1.5910388465E-005
#      6     4       7.1167948172E-004
#      6     5       5.0547964516E-004
#      6     6       2.8103566753E-006
#      6     7       6.5786872264E-004
#      6     8       9.2153457809E-004
#      6     9       1.0241992401E-004
#      6    10       3.0101741077E-005
#      6    11       6.6024335057E-004
#      6    12       1.5667441124E-003
#      6    13       3.4867365417E-004
#      6    14       9.2033676820E-005
#      6    15       1.3949710242E-004
#      7   -21       1.7524675392E-004
#      7   -20       5.3484831820E-005
#      7   -19       5.2543177396E-004
#      7   -18       7.4336795022E-004
#      7   -17       5.4111798885E-004
#      7   -16       2.5249543772E-005
#      7   -15       3.8955093087E-005
#      7   -14       6.0334006561E-004
#      7   -13       2.8108412407E-004
#      7   -12       1.7254611204E-005
#      7   -11       5.2498231247E-004
#      7   -10       1.7887068163E-004
#      7    -9       1.3021066045E-004
#      7    -8       1.1043240694E-005
#      7    -7       5.9324739537E-004
#      7    -6       5.9584577680E-004
#      7    -5       9.4768739679E-005
#      7    -4       2.5760830132E-005
#      7    -3       6.0316604138E-005
#      7    -2       1.0897132614E-005
#      7    -1       1.5924227550E-004
#      7     0       2.5632507161E-005
#      7     1       6.3245566865E-004
#      7     2       4.6306597446E-004
#      7     3       2.2417197978E-004
#      7     4       2.3344892529E-006
#      7     5       6.0326675046E-004
#      7     6       7.9320655665E-004
#      7     7       4.8367706429E-004
#      7     8       1.4586083470E-005
#      7     9       2.1246935422E-004
#      7    10       1.5743110187E-003
#      7    11       8.7442320803E-004
#      7    12       1.2705393832E-005
#      7    13       2.3030883843E-005
#      7    14       1.4078009188E-004
#      8   -22       6.6442553210E-005
#      8   -21       4.5162622299E-005
#      8   -20       8.0015441611E-004
#      8   -19       5.5315490716E-004
#      8   -18       4.2067289936E-006
#      8   -17       3.7782319593E-004
#      8   -16       3.7159399384E-003
#      8   -15       7.3638442505E-005
#      8   -14       9.8752524837E-006
#      8   -13       6.2912708176E-004
#      8   -12       8.7917363200E-003
#      8   -11       5.2410008059E-004
#      8   -10       5.1849377693E-007
#      8    -9       3.2110775790E-004
#      8    -8       9.7612182327E-003
#      8    -7       5.6684285673E-004
#      8    -6       4.3513351490E-005
#      8    -5       1.6928712994E-004
#      8    -4       2.4339805647E-003
#      8    -3       6.3757005100E-005
#      8    -2       6.2304688324E-006
#      8    -1       6.3250430612E-004
#      8     0       3.1349068878E-002
#      8     1       7.8574713093E-004
#      8     2       3.2359366916E-006
#      8     3       5.6414745282E-004
#      8     4       8.9407578538E-003
#      8     5       3.9696495427E-004
#      8     6       5.0584323146E-006
#      8     7       1.8736682819E-004
#      8     8       4.4652629358E-003
#      8     9       4.4535179679E-004
#      8    10       8.4094439532E-006
#      8    11       7.6233744763E-004
